model,scenario,image_path,compute_time_sec
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Strombosia ceylanica Gardn\IMG_20241106_103253.jpg,0.02904057502746582
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Furcraea foetida (L.) Haw\IMG_20241106_100807.jpg,0.017780065536499023
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Diospyros confertiflora Hiern\IMG_20241125_085526.jpg,0.029602766036987305
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Excoecaria cochinchinensis Lour\IMG_20241125_103957.jpg,0.03203558921813965
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Dillenia sp\IMG_20241113_110909.jpg,0.031221389770507812
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Mussaenda philippica\IMG_20241109_141041.jpg,0.04136371612548828
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Koompassia excelsa (Becc.) Taub\IMG_20241123_093750.jpg,0.03383326530456543
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Ruellia simplex C.Wright\IMG_20241113_105055.jpg,0.04078412055969238
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alocasia macrorrhizos\IMG_20241106_104836.jpg,0.027850627899169922
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Ctenanthe burle-marxii H.Kenn\IMG_20241109_144526.jpg,0.034874677658081055
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Costus woodsonii Maas\IMG_20241125_104501.jpg,0.030698537826538086
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult\IMG_20241125_115053.jpg,0.03773784637451172
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Acalypha wilkesiana Müll.Arg\IMG_20241123_091926.jpg,0.03668785095214844
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Koompassia excelsa (Becc.) Taub\IMG_20241113_103016.jpg,0.034737586975097656
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Koompassia excelsa (Becc.) Taub\IMG_20241123_093729.jpg,0.05556178092956543
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Licuala spinosa\IMG_20241125_091706.jpg,0.04866743087768555
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Diospyros confertiflora Hiern\IMG_20241125_085638.jpg,0.03725695610046387
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Codiaeum variegatum (L.) Rumph. ex A.Juss\IMG_20241019_122352.jpg,0.03668928146362305
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Vatica umbonata Burck\IMG_20241125_090855.jpg,0.04262661933898926
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Grammatophyllum speciosum\IMG_20241125_103346.jpg,0.034707069396972656
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Borassodendron borneensis J. Dransf\IMG_20241019_114627.jpg,0.03291010856628418
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Cordyline fruticosa (L.) A. Chev\IMG_20241115_085601.jpg,0.034945011138916016
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Borassodendron borneensis J. Dransf\IMG_20241125_112033.jpg,0.03199362754821777
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Terminalia mantaly H.Perrier\IMG_20241123_084253.jpg,0.01829051971435547
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Strombosia ceylanica Gardn\IMG_20241106_103347.jpg,0.03175783157348633
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Vatica umbonata Burck\IMG_20241125_090859.jpg,0.030617952346801758
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia iwahigensis Elmer\IMG_20241125_113316.jpg,0.03153061866760254
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Acalypha wilkesiana Müll.Arg\IMG_20241123_091802.jpg,0.036772727966308594
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Asystasia gangetica (L.) T.Anderson\IMG_20241125_115604.jpg,0.03276228904724121
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Vatica oblongifolia Hook.f\IMG_20241125_111658.jpg,0.03607583045959473
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Codiaeum variegatum (L.) Rumph. ex A.Juss\IMG_20241109_134826.jpg,0.042693376541137695
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Strombosia ceylanica Gardn\IMG_20241106_103324.jpg,0.03424835205078125
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Cordyline fruticosa (L.) A. Chev\IMG_20241123_084632.jpg,0.03166317939758301
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Dracaena reflexa Lam\IMG_20241125_114357.jpg,0.030245542526245117
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Acalypha wilkesiana Müll.Arg\IMG_20241123_091719.jpg,0.032846689224243164
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia iwahigensis Elmer\IMG_20241125_113243.jpg,0.029682636260986328
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia angustiloba Miq\IMG_20241109_150208.jpg,0.028772830963134766
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia iwahigensis Elmer\IMG_20241125_113125.jpg,0.03274893760681152
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Kalanchoe pinnata\IMG_20241019_123212.jpg,0.014811277389526367
DenseNet121,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Hibiscus rosa-sinensis L\IMG_20241125_120210.jpg,0.03001236915588379
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Syzygium oleana\IMG_20241123_084844.jpg,0.025439023971557617
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Ixora javanica\IMG_20241115_094254.jpg,0.011766433715820312
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia iwahigensis Elmer\IMG_20241125_113238.jpg,0.011765718460083008
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Agathis borneensis Warburg\IMG_20241019_133745.jpg,0.010848522186279297
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Shorea laevis Ridl\IMG_20241125_111038.jpg,0.015038728713989258
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Borassodendron borneensis J. Dransf\IMG_20241125_112000_1.jpg,0.013773679733276367
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Allamanda cathartica L\IMG_20241123_095722.jpg,0.012780189514160156
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Vatica oblongifolia Hook.f\IMG_20241125_111653.jpg,0.015037059783935547
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Agathis borneensis Warburg\IMG_20241106_101348.jpg,0.02179241180419922
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Aloe vera (L.) Burm.f\IMG_20241113_105540.jpg,0.022322416305541992
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Mussaenda philippica\IMG_20241109_141038.jpg,0.017293214797973633
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Excoecaria cochinchinensis Lour\IMG_20241125_104247.jpg,0.012409448623657227
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia iwahigensis Elmer\IMG_20241106_101145.jpg,0.011519193649291992
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Pandanus amaryllifolius Roxb\IMG_20241019_140841.jpg,0.010018348693847656
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Shorea laevis Ridl\IMG_20241125_111052.jpg,0.01768946647644043
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia angustiloba Miq\IMG_20241123_094122.jpg,0.011762857437133789
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Mangifera indica L\IMG_20241115_103425.jpg,0.017596721649169922
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Hopea pedicellata (Brandis) Symington\IMG_20241125_085946.jpg,0.01403665542602539
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Shorea laevis Ridl\IMG_20241125_111018.jpg,0.011763811111450195
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Koompassia excelsa (Becc.) Taub\IMG_20241123_093842.jpg,0.019475936889648438
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Hura crepitans L\IMG_20241123_084516.jpg,0.01395869255065918
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Saraca declinata Miq\IMG_20241106_094238.jpg,0.015387296676635742
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Kalanchoe pinnata\IMG_20241019_123209.jpg,0.01710200309753418
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Furcraea foetida (L.) Haw\IMG_20241113_100114.jpg,0.01026463508605957
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Dracaena trifasciata (Prain) Mabb\IMG_20241125_094957.jpg,0.018894433975219727
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Ruellia simplex C.Wright\IMG_20241113_105110.jpg,0.014934539794921875
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133347.jpg,0.01378631591796875
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Codiaeum variegatum (L.) Rumph. ex A.Juss\IMG_20241109_134850.jpg,0.014300107955932617
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Diospyros borneensis Hiern\IMG_20241123_102832.jpg,0.015287160873413086
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Hura crepitans L\IMG_20241123_084511.jpg,0.011002540588378906
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Excoecaria cochinchinensis Lour\IMG_20241125_104219.jpg,0.01658177375793457
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alocasia macrorrhizos\IMG_20241106_104837.jpg,0.014910697937011719
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Grammatophyllum speciosum\IMG_20241125_103519.jpg,0.011632204055786133
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Kalanchoe pinnata\IMG_20241019_123138.jpg,0.01494288444519043
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Duranta erecta L\IMG_20241106_100853.jpg,0.013905763626098633
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Shorea laevis Ridl\IMG_20241115_091943.jpg,0.012949466705322266
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133518.jpg,0.015177488327026367
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Cocos nucifera L\IMG_20241109_135438.jpg,0.0165557861328125
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Pandanus amaryllifolius Roxb\IMG_20241109_135340.jpg,0.018698453903198242
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Ctenanthe burle-marxii H.Kenn\IMG_20241109_144344.jpg,0.012180328369140625
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Duranta erecta L\IMG_20241106_100844.jpg,0.01453542709350586
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Duranta erecta L\IMG_20241106_100857.jpg,0.005511283874511719
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult\IMG_20241125_115057.jpg,0.015631437301635742
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Excoecaria cochinchinensis Lour\IMG_20241125_104206.jpg,0.014226436614990234
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Kalanchoe pinnata\IMG_20241125_094515.jpg,0.022225379943847656
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Terminalia mantaly H.Perrier\IMG_20241123_084249.jpg,0.0
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Agathis borneensis Warburg\IMG_20241019_133752.jpg,0.013524770736694336
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Vatica oblongifolia Hook.f\IMG_20241125_111655.jpg,0.010430574417114258
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Hopea pedicellata (Brandis) Symington\IMG_20241125_085854.jpg,0.0020041465759277344
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Garcinia mangostana L\IMG_20241109_150715.jpg,0.02301764488220215
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Mangifera indica L\IMG_20241115_103500.jpg,0.011975526809692383
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133420.jpg,0.011767387390136719
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Ctenanthe burle-marxii H.Kenn\IMG_20241109_144532.jpg,0.011769533157348633
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Furcraea foetida (L.) Haw\IMG_20241113_100101.jpg,0.01361227035522461
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Grammatophyllum speciosum\IMG_20241125_103348.jpg,0.012024641036987305
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Syzygium oleana\IMG_20241123_084746.jpg,0.01176309585571289
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Grammatophyllum speciosum\IMG_20241125_103417.jpg,0.010016918182373047
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Vatica oblongifolia Hook.f\IMG_20241125_111606.jpg,0.010017871856689453
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Pandanus amaryllifolius Roxb\IMG_20241109_141509.jpg,0.009758472442626953
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Mangifera indica L\IMG_20241115_103422.jpg,0.009758234024047852
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Strombosia ceylanica Gardn\IMG_20241106_103253.jpg,0.00933694839477539
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Furcraea foetida (L.) Haw\IMG_20241106_100807.jpg,0.012063026428222656
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Diospyros confertiflora Hiern\IMG_20241125_085526.jpg,0.012022972106933594
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Excoecaria cochinchinensis Lour\IMG_20241125_103957.jpg,0.009765863418579102
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Dillenia sp\IMG_20241113_110909.jpg,0.015415430068969727
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Mussaenda philippica\IMG_20241109_141041.jpg,0.005008220672607422
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Koompassia excelsa (Becc.) Taub\IMG_20241123_093750.jpg,0.025788068771362305
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Ruellia simplex C.Wright\IMG_20241113_105055.jpg,0.01838994026184082
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alocasia macrorrhizos\IMG_20241106_104836.jpg,0.016222238540649414
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Ctenanthe burle-marxii H.Kenn\IMG_20241109_144526.jpg,0.00776219367980957
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Costus woodsonii Maas\IMG_20241125_104501.jpg,0.015630722045898438
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Tabernaemontana divaricata (L.) R.Br. ex Roem. & Schult\IMG_20241125_115053.jpg,0.023096323013305664
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Acalypha wilkesiana Müll.Arg\IMG_20241123_091926.jpg,0.010943889617919922
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Koompassia excelsa (Becc.) Taub\IMG_20241113_103016.jpg,0.013299942016601562
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Koompassia excelsa (Becc.) Taub\IMG_20241123_093729.jpg,0.012917280197143555
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Licuala spinosa\IMG_20241125_091706.jpg,0.016352176666259766
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Diospyros confertiflora Hiern\IMG_20241125_085638.jpg,0.014252662658691406
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Codiaeum variegatum (L.) Rumph. ex A.Juss\IMG_20241019_122352.jpg,0.016876220703125
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Vatica umbonata Burck\IMG_20241125_090855.jpg,0.01771712303161621
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Grammatophyllum speciosum\IMG_20241125_103346.jpg,0.020810842514038086
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Borassodendron borneensis J. Dransf\IMG_20241019_114627.jpg,0.022684812545776367
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Cordyline fruticosa (L.) A. Chev\IMG_20241115_085601.jpg,0.015177726745605469
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Borassodendron borneensis J. Dransf\IMG_20241125_112033.jpg,0.01459050178527832
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Terminalia mantaly H.Perrier\IMG_20241123_084253.jpg,0.016784191131591797
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Strombosia ceylanica Gardn\IMG_20241106_103347.jpg,0.014010190963745117
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Vatica umbonata Burck\IMG_20241125_090859.jpg,0.01300048828125
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia iwahigensis Elmer\IMG_20241125_113316.jpg,0.019315004348754883
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Acalypha wilkesiana Müll.Arg\IMG_20241123_091802.jpg,0.015273571014404297
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Asystasia gangetica (L.) T.Anderson\IMG_20241125_115604.jpg,0.012588262557983398
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Vatica oblongifolia Hook.f\IMG_20241125_111658.jpg,0.012082338333129883
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Codiaeum variegatum (L.) Rumph. ex A.Juss\IMG_20241109_134826.jpg,0.01562952995300293
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Strombosia ceylanica Gardn\IMG_20241106_103324.jpg,0.019652128219604492
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Cordyline fruticosa (L.) A. Chev\IMG_20241123_084632.jpg,0.021607637405395508
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Dracaena reflexa Lam\IMG_20241125_114357.jpg,0.0157930850982666
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Acalypha wilkesiana Müll.Arg\IMG_20241123_091719.jpg,0.017795801162719727
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia iwahigensis Elmer\IMG_20241125_113243.jpg,0.017807722091674805
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia angustiloba Miq\IMG_20241109_150208.jpg,0.01568317413330078
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia iwahigensis Elmer\IMG_20241125_113125.jpg,0.014035224914550781
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Kalanchoe pinnata\IMG_20241019_123212.jpg,0.013772010803222656
MobileNetV3,no_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Hibiscus rosa-sinensis L\IMG_20241125_120210.jpg,0.00975942611694336
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Syzygium oleana\IMG_20241123_084844.jpg,0.01405191421508789
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Ixora javanica\IMG_20241115_094254.jpg,0.013533830642700195
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia iwahigensis Elmer\IMG_20241125_113238.jpg,0.01177525520324707
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Agathis borneensis Warburg\IMG_20241019_133745.jpg,0.012033462524414062
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Shorea laevis Ridl\IMG_20241125_111038.jpg,0.016761064529418945
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Borassodendron borneensis J. Dransf\IMG_20241125_112000_1.jpg,0.008599281311035156
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Allamanda cathartica L\IMG_20241123_095722.jpg,0.015128850936889648
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Vatica oblongifolia Hook.f\IMG_20241125_111653.jpg,0.01564335823059082
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Agathis borneensis Warburg\IMG_20241106_101348.jpg,0.015709638595581055
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Aloe vera (L.) Burm.f\IMG_20241113_105540.jpg,0.0
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Mussaenda philippica\IMG_20241109_141038.jpg,0.0
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Excoecaria cochinchinensis Lour\IMG_20241125_104247.jpg,0.019593477249145508
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia iwahigensis Elmer\IMG_20241106_101145.jpg,0.011768579483032227
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Pandanus amaryllifolius Roxb\IMG_20241019_140841.jpg,0.011767864227294922
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Shorea laevis Ridl\IMG_20241125_111052.jpg,0.011768817901611328
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alstonia angustiloba Miq\IMG_20241123_094122.jpg,0.011766433715820312
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Mangifera indica L\IMG_20241115_103425.jpg,0.013051271438598633
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Hopea pedicellata (Brandis) Symington\IMG_20241125_085946.jpg,0.012025594711303711
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Shorea laevis Ridl\IMG_20241125_111018.jpg,0.012021780014038086
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Koompassia excelsa (Becc.) Taub\IMG_20241123_093842.jpg,0.01376652717590332
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Hura crepitans L\IMG_20241123_084516.jpg,0.01328420639038086
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Saraca declinata Miq\IMG_20241106_094238.jpg,0.011525869369506836
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Kalanchoe pinnata\IMG_20241019_123209.jpg,0.01203155517578125
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Furcraea foetida (L.) Haw\IMG_20241113_100114.jpg,0.011771678924560547
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Dracaena trifasciata (Prain) Mabb\IMG_20241125_094957.jpg,0.011769533157348633
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Ruellia simplex C.Wright\IMG_20241113_105110.jpg,0.01667499542236328
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Acalypha siamensis Oliv. ex Gage\IMG_20241109_133347.jpg,0.022815942764282227
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Codiaeum variegatum (L.) Rumph. ex A.Juss\IMG_20241109_134850.jpg,0.009030818939208984
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Diospyros borneensis Hiern\IMG_20241123_102832.jpg,0.015703916549682617
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Hura crepitans L\IMG_20241123_084511.jpg,0.019281625747680664
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Excoecaria cochinchinensis Lour\IMG_20241125_104219.jpg,0.004288434982299805
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Alocasia macrorrhizos\IMG_20241106_104837.jpg,0.014998674392700195
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Grammatophyllum speciosum\IMG_20241125_103519.jpg,0.021677255630493164
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Kalanchoe pinnata\IMG_20241019_123138.jpg,0.011768579483032227
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Duranta erecta L\IMG_20241106_100853.jpg,0.009759902954101562
MobileNetV3,with_hidden,C:/Users/ASUS/Downloads/Dataset Manual/val\Shorea laevis Ridl\IMG_20241115_091943.jpg,0.015674829483032227
